SNR_dB,rho,PEP_near,PEP_far,T_near,T_far,T_sum,P_B,P_C,EE
20.0,0.2761306533,0.0034954297,0.0176003095,0.4982522852,0.2455999226,0.7438522078,100.0000000000,0.2000000000,0.0074236747
20.0,0.2806532663,0.0035228940,0.0176788052,0.4982385530,0.2455802987,0.7438188517,100.0000000000,0.2000000000,0.0074233418
20.0,0.2851758794,0.0035511582,0.0177598943,0.4982244209,0.2455600264,0.7437844473,100.0000000000,0.2000000000,0.0074229985
20.0,0.2896984925,0.0035802243,0.0178435590,0.4982098878,0.2455391102,0.7437489981,100.0000000000,0.2000000000,0.0074226447
20.0,0.2942211055,0.0036100957,0.0179297854,0.4981949521,0.2455175537,0.7437125058,100.0000000000,0.2000000000,0.0074222805
20.0,0.2987437186,0.0036407767,0.0180185630,0.4981796117,0.2454953593,0.7436749709,100.0000000000,0.2000000000,0.0074219059
20.0,0.3032663317,0.0036722725,0.0181098848,0.4981638637,0.2454725288,0.7436363925,100.0000000000,0.2000000000,0.0074215209
20.0,0.3077889447,0.0037045895,0.0182037472,0.4981477053,0.2454490632,0.7435967685,100.0000000000,0.2000000000,0.0074211254
20.0,0.3123115578,0.0037377347,0.0183001495,0.4981311326,0.2454249626,0.7435560953,100.0000000000,0.2000000000,0.0074207195
20.0,0.3168341709,0.0037717165,0.0183990941,0.4981141418,0.2454002265,0.7435143682,100.0000000000,0.2000000000,0.0074203031
20.0,0.3213567839,0.0038065436,0.0185005864,0.4980967282,0.2453748534,0.7434715816,100.0000000000,0.2000000000,0.0074198761
20.0,0.3258793970,0.0038422261,0.0186046343,0.4980788869,0.2453488414,0.7434277284,100.0000000000,0.2000000000,0.0074194384
20.0,0.3304020101,0.0038787747,0.0187112487,0.4980606126,0.2453221878,0.7433828005,100.0000000000,0.2000000000,0.0074189900
20.0,0.3349246231,0.0039162011,0.0188204427,0.4980418994,0.2452948893,0.7433367888,100.0000000000,0.2000000000,0.0074185308
20.0,0.3394472362,0.0039545177,0.0189322324,0.4980227411,0.2452669419,0.7432896830,100.0000000000,0.2000000000,0.0074180607
20.0,0.3439698492,0.0039937380,0.0190466361,0.4980031310,0.2452383410,0.7432414720,100.0000000000,0.2000000000,0.0074175796
20.0,0.3484924623,0.0040338760,0.0191636746,0.4979830620,0.2452090814,0.7431921433,100.0000000000,0.2000000000,0.0074170873
20.0,0.3530150754,0.0040749470,0.0192833709,0.4979625265,0.2451791573,0.7431416838,100.0000000000,0.2000000000,0.0074165837
20.0,0.3575376884,0.0041169667,0.0194057508,0.4979415166,0.2451485623,0.7430900789,100.0000000000,0.2000000000,0.0074160687
20.0,0.3620603015,0.0041599521,0.0195308419,0.4979200239,0.2451172895,0.7430373134,100.0000000000,0.2000000000,0.0074155421
20.0,0.3665829146,0.0042039209,0.0196586746,0.4978980396,0.2450853314,0.7429833709,100.0000000000,0.2000000000,0.0074150037
20.0,0.3711055276,0.0042488916,0.0197892812,0.4978755542,0.2450526797,0.7429282339,100.0000000000,0.2000000000,0.0074144534
20.0,0.3756281407,0.0042948836,0.0199226965,0.4978525582,0.2450193259,0.7428718841,100.0000000000,0.2000000000,0.0074138911
20.0,0.3801507538,0.0043419176,0.0200589575,0.4978290412,0.2449852606,0.7428143018,100.0000000000,0.2000000000,0.0074133164
20.0,0.3846733668,0.0043900147,0.0201981036,0.4978049926,0.2449504741,0.7427554668,100.0000000000,0.2000000000,0.0074127292
20.0,0.3891959799,0.0044391974,0.0203401763,0.4977804013,0.2449149559,0.7426953572,100.0000000000,0.2000000000,0.0074121293
20.0,0.3937185930,0.0044894889,0.0204852198,0.4977552556,0.2448786951,0.7426339506,100.0000000000,0.2000000000,0.0074115165
20.0,0.3982412060,0.0045409136,0.0206332801,0.4977295432,0.2448416800,0.7425712232,100.0000000000,0.2000000000,0.0074108905
20.0,0.4027638191,0.0045934968,0.0207844061,0.4977032516,0.2448038985,0.7425071500,100.0000000000,0.2000000000,0.0074102510
20.0,0.4072864322,0.0046472651,0.0209386488,0.4976763675,0.2447653378,0.7424417053,100.0000000000,0.2000000000,0.0074095979
20.0,0.4118090452,0.0047022458,0.0210960615,0.4976488771,0.2447259846,0.7423748617,100.0000000000,0.2000000000,0.0074089308
20.0,0.4163316583,0.0047584677,0.0212567004,0.4976207662,0.2446858249,0.7423065911,100.0000000000,0.2000000000,0.0074082494
20.0,0.4208542714,0.0048159606,0.0214206239,0.4975920197,0.2446448440,0.7422368638,100.0000000000,0.2000000000,0.0074075535
20.0,0.4253768844,0.0048747555,0.0215878930,0.4975626223,0.2446030268,0.7421656490,100.0000000000,0.2000000000,0.0074068428
20.0,0.4298994975,0.0049348847,0.0217585714,0.4975325577,0.2445603571,0.7420929148,100.0000000000,0.2000000000,0.0074061169
20.0,0.4344221106,0.0049963817,0.0219327255,0.4975018091,0.2445168186,0.7420186277,100.0000000000,0.2000000000,0.0074053755
20.0,0.4389447236,0.0050592816,0.0221104244,0.4974703592,0.2444723939,0.7419427531,100.0000000000,0.2000000000,0.0074046183
20.0,0.4434673367,0.0051236206,0.0222917401,0.4974381897,0.2444270650,0.7418652547,100.0000000000,0.2000000000,0.0074038449
20.0,0.4479899497,0.0051894363,0.0224767473,0.4974052818,0.2443808132,0.7417860950,100.0000000000,0.2000000000,0.0074030548
20.0,0.4525125628,0.0052567681,0.0226655240,0.4973716160,0.2443336190,0.7417052350,100.0000000000,0.2000000000,0.0074022479
20.0,0.4570351759,0.0053256567,0.0228581509,0.4973371717,0.2442854623,0.7416226339,100.0000000000,0.2000000000,0.0074014235
20.0,0.4615577889,0.0053961444,0.0230547123,0.4973019278,0.2442363219,0.7415382497,100.0000000000,0.2000000000,0.0074005813
20.0,0.4660804020,0.0054682755,0.0232552953,0.4972658623,0.2441861762,0.7414520384,100.0000000000,0.2000000000,0.0073997209
20.0,0.4706030151,0.0055420956,0.0234599907,0.4972289522,0.2441350023,0.7413639545,100.0000000000,0.2000000000,0.0073988419
20.0,0.4751256281,0.0056176524,0.0236688928,0.4971911738,0.2440827768,0.7412739506,100.0000000000,0.2000000000,0.0073979436
20.0,0.4796482412,0.0056949954,0.0238820992,0.4971525023,0.2440294752,0.7411819775,100.0000000000,0.2000000000,0.0073970257
20.0,0.4841708543,0.0057741762,0.0240997114,0.4971129119,0.2439750721,0.7410879841,100.0000000000,0.2000000000,0.0073960877
20.0,0.4886934673,0.0058552483,0.0243218349,0.4970723759,0.2439195413,0.7409919171,100.0000000000,0.2000000000,0.0073951289
20.0,0.4932160804,0.0059382674,0.0245485790,0.4970308663,0.2438628552,0.7408937215,100.0000000000,0.2000000000,0.0073941489
20.0,0.4977386935,0.0060232916,0.0247800573,0.4969883542,0.2438049857,0.7407933399,100.0000000000,0.2000000000,0.0073931471
20.0,0.5022613065,0.0061103812,0.0250163875,0.4969448094,0.2437459031,0.7406907125,100.0000000000,0.2000000000,0.0073921229
20.0,0.5067839196,0.0061995989,0.0252576920,0.4969002005,0.2436855770,0.7405857775,100.0000000000,0.2000000000,0.0073910756
20.0,0.5113065327,0.0062910102,0.0255040977,0.4968544949,0.2436239756,0.7404784705,100.0000000000,0.2000000000,0.0073900047
20.0,0.5158291457,0.0063846832,0.0257557364,0.4968076584,0.2435610659,0.7403687243,100.0000000000,0.2000000000,0.0073889094
20.0,0.5203517588,0.0064806887,0.0260127450,0.4967596556,0.2434968137,0.7402564694,100.0000000000,0.2000000000,0.0073877891
20.0,0.5248743719,0.0065791007,0.0262752655,0.4967104497,0.2434311836,0.7401416333,100.0000000000,0.2000000000,0.0073866430
20.0,0.5293969849,0.0066799960,0.0265434454,0.4966600020,0.2433641387,0.7400241406,100.0000000000,0.2000000000,0.0073854705
20.0,0.5339195980,0.0067834550,0.0268174379,0.4966082725,0.2432956405,0.7399039130,100.0000000000,0.2000000000,0.0073842706
20.0,0.5384422111,0.0068895613,0.0270974022,0.4965552193,0.2432256495,0.7397808688,100.0000000000,0.2000000000,0.0073830426
20.0,0.5429648241,0.0069984021,0.0273835035,0.4965007989,0.2431541241,0.7396549231,100.0000000000,0.2000000000,0.0073817857
20.0,0.5474874372,0.0071100685,0.0276759137,0.4964449657,0.2430810216,0.7395259873,100.0000000000,0.2000000000,0.0073804989
20.0,0.5520100503,0.0072246554,0.0279748112,0.4963876723,0.2430062972,0.7393939695,100.0000000000,0.2000000000,0.0073791813
20.0,0.5565326633,0.0073422620,0.0282803817,0.4963288690,0.2429299046,0.7392587736,100.0000000000,0.2000000000,0.0073778321
20.0,0.5610552764,0.0074629917,0.0285928181,0.4962685041,0.2428517955,0.7391202996,100.0000000000,0.2000000000,0.0073764501
20.0,0.5655778894,0.0075869528,0.0289123210,0.4962065236,0.2427719197,0.7389784433,100.0000000000,0.2000000000,0.0073750344
20.0,0.5701005025,0.0077142583,0.0292390991,0.4961428709,0.2426902252,0.7388330961,100.0000000000,0.2000000000,0.0073735838
20.0,0.5746231156,0.0078450261,0.0295733696,0.4960774869,0.2426066576,0.7386841445,100.0000000000,0.2000000000,0.0073720973
20.0,0.5791457286,0.0079793800,0.0299153585,0.4960103100,0.2425211604,0.7385314704,100.0000000000,0.2000000000,0.0073705736
20.0,0.5836683417,0.0081174490,0.0302653009,0.4959412755,0.2424336748,0.7383749503,100.0000000000,0.2000000000,0.0073690115
20.0,0.5881909548,0.0082593684,0.0306234420,0.4958703158,0.2423441395,0.7382144553,100.0000000000,0.2000000000,0.0073674097
20.0,0.5927135678,0.0084052797,0.0309900368,0.4957973602,0.2422524908,0.7380498510,100.0000000000,0.2000000000,0.0073657670
20.0,0.5972361809,0.0085553312,0.0313653512,0.4957223344,0.2421586622,0.7378809966,100.0000000000,0.2000000000,0.0073640818
20.0,0.6017587940,0.0087096781,0.0317496624,0.4956451609,0.2420625844,0.7377077453,100.0000000000,0.2000000000,0.0073623527
20.0,0.6062814070,0.0088684834,0.0321432591,0.4955657583,0.2419641852,0.7375299435,100.0000000000,0.2000000000,0.0073605783
20.0,0.6108040201,0.0090319178,0.0325464428,0.4954840411,0.2418633893,0.7373474304,100.0000000000,0.2000000000,0.0073587568
20.0,0.6153266332,0.0092001603,0.0329595277,0.4953999199,0.2417601181,0.7371600379,100.0000000000,0.2000000000,0.0073568866
20.0,0.6198492462,0.0093733989,0.0333828420,0.4953133005,0.2416542895,0.7369675900,100.0000000000,0.2000000000,0.0073549660
20.0,0.6243718593,0.0095518312,0.0338167281,0.4952240844,0.2415458180,0.7367699024,100.0000000000,0.2000000000,0.0073529930
20.0,0.6288944724,0.0097356644,0.0342615439,0.4951321678,0.2414346140,0.7365667819,100.0000000000,0.2000000000,0.0073509659
20.0,0.6334170854,0.0099251165,0.0347176630,0.4950374417,0.2413205843,0.7363580260,100.0000000000,0.2000000000,0.0073488825
20.0,0.6379396985,0.0101204169,0.0351854762,0.4949397916,0.2412036310,0.7361434225,100.0000000000,0.2000000000,0.0073467407
20.0,0.6424623116,0.0103218066,0.0356653920,0.4948390967,0.2410836520,0.7359227487,100.0000000000,0.2000000000,0.0073445384
20.0,0.6469849246,0.0105295397,0.0361578378,0.4947352302,0.2409605405,0.7356957707,100.0000000000,0.2000000000,0.0073422732
20.0,0.6515075377,0.0107438835,0.0366632609,0.4946280583,0.2408341848,0.7354622430,100.0000000000,0.2000000000,0.0073399425
20.0,0.6560301508,0.0109651198,0.0371821296,0.4945174401,0.2407044676,0.7352219077,100.0000000000,0.2000000000,0.0073375440
20.0,0.6605527638,0.0111935459,0.0377149345,0.4944032270,0.2405712664,0.7349744934,100.0000000000,0.2000000000,0.0073350748
20.0,0.6650753769,0.0114294752,0.0382621895,0.4942852624,0.2404344526,0.7347197150,100.0000000000,0.2000000000,0.0073325321
20.0,0.6695979899,0.0116732388,0.0388244337,0.4941633806,0.2402938916,0.7344572722,100.0000000000,0.2000000000,0.0073299129
20.0,0.6741206030,0.0119251861,0.0394022324,0.4940374069,0.2401494419,0.7341868488,100.0000000000,0.2000000000,0.0073272141
20.0,0.6786432161,0.0121856868,0.0399961791,0.4939071566,0.2400009552,0.7339081119,100.0000000000,0.2000000000,0.0073244323
20.0,0.6831658291,0.0124551315,0.0406068967,0.4937724343,0.2398482758,0.7336207101,100.0000000000,0.2000000000,0.0073215640
20.0,0.6876884422,0.0127339338,0.0412350397,0.4936330331,0.2396912401,0.7333242732,100.0000000000,0.2000000000,0.0073186055
20.0,0.6922110553,0.0130225316,0.0418812963,0.4934887342,0.2395296759,0.7330184101,100.0000000000,0.2000000000,0.0073155530
20.0,0.6967336683,0.0133213891,0.0425463900,0.4933393054,0.2393634025,0.7327027079,100.0000000000,0.2000000000,0.0073124023
20.0,0.7012562814,0.0136309984,0.0432310821,0.4931845008,0.2391922295,0.7323767303,100.0000000000,0.2000000000,0.0073091490
20.0,0.7057788945,0.0139518817,0.0439361746,0.4930240592,0.2390159564,0.7320400155,100.0000000000,0.2000000000,0.0073057886
20.0,0.7103015075,0.0142845935,0.0446625119,0.4928577032,0.2388343720,0.7316920753,100.0000000000,0.2000000000,0.0073023161
20.0,0.7148241206,0.0146297234,0.0454109846,0.4926851383,0.2386472538,0.7313323921,100.0000000000,0.2000000000,0.0072987265
20.0,0.7193467337,0.0149878982,0.0461825319,0.4925060509,0.2384543670,0.7309604179,100.0000000000,0.2000000000,0.0072950142
20.0,0.7238693467,0.0153597852,0.0469781453,0.4923201074,0.2382554637,0.7305755711,100.0000000000,0.2000000000,0.0072911734
20.0,0.7283919598,0.0157460952,0.0477988718,0.4921269524,0.2380502820,0.7301772345,100.0000000000,0.2000000000,0.0072871979
20.0,0.7329145729,0.0161475861,0.0486458184,0.4919262069,0.2378385454,0.7297647523,100.0000000000,0.2000000000,0.0072830814
20.0,0.7374371859,0.0165650668,0.0495201556,0.4917174666,0.2376199611,0.7293374277,100.0000000000,0.2000000000,0.0072788166
20.0,0.7419597990,0.0169994009,0.0504231225,0.4915002996,0.2373942194,0.7288945189,100.0000000000,0.2000000000,0.0072743964
20.0,0.7464824121,0.0174515119,0.0513560316,0.4912742440,0.2371609921,0.7284352362,100.0000000000,0.2000000000,0.0072698127
20.0,0.7510050251,0.0179223879,0.0523202741,0.4910388061,0.2369199315,0.7279587375,100.0000000000,0.2000000000,0.0072650573
20.0,0.7555276382,0.0184130871,0.0533173260,0.4907934565,0.2366706685,0.7274641249,100.0000000000,0.2000000000,0.0072601210
20.0,0.7600502513,0.0189247441,0.0543487545,0.4905376279,0.2364128114,0.7269504393,100.0000000000,0.2000000000,0.0072549944
20.0,0.7645728643,0.0194585766,0.0554162249,0.4902707117,0.2361459438,0.7264166555,100.0000000000,0.2000000000,0.0072496672
20.0,0.7690954774,0.0200158928,0.0565215081,0.4899920536,0.2358696230,0.7258616766,100.0000000000,0.2000000000,0.0072441285
20.0,0.7736180905,0.0205980997,0.0576664895,0.4897009501,0.2355833776,0.7252843277,100.0000000000,0.2000000000,0.0072383665
20.0,0.7781407035,0.0212067124,0.0588531780,0.4893966438,0.2352867055,0.7246833493,100.0000000000,0.2000000000,0.0072323688
20.0,0.7826633166,0.0218433638,0.0600837160,0.4890783181,0.2349790710,0.7240573891,100.0000000000,0.2000000000,0.0072261216
20.0,0.7871859296,0.0225098168,0.0613603906,0.4887450916,0.2346599024,0.7234049939,100.0000000000,0.2000000000,0.0072196107
20.0,0.7917085427,0.0232079761,0.0626856459,0.4883960120,0.2343285885,0.7227246005,100.0000000000,0.2000000000,0.0072128204
20.0,0.7962311558,0.0239399026,0.0640620968,0.4880300487,0.2339844758,0.7220145245,100.0000000000,0.2000000000,0.0072057338
20.0,0.8007537688,0.0247078296,0.0654925435,0.4876460852,0.2336268641,0.7212729493,100.0000000000,0.2000000000,0.0071983328
20.0,0.8052763819,0.0255141798,0.0669799884,0.4872429101,0.2332550029,0.7204979130,100.0000000000,0.2000000000,0.0071905979
20.0,0.8097989950,0.0263615858,0.0685276546,0.4868192071,0.2328680863,0.7196872935,100.0000000000,0.2000000000,0.0071825079
20.0,0.8143216080,0.0272529121,0.0701390062,0.4863735439,0.2324652484,0.7188387924,100.0000000000,0.2000000000,0.0071740398
20.0,0.8188442211,0.0281912808,0.0718177712,0.4859043596,0.2320455572,0.7179499168,100.0000000000,0.2000000000,0.0071651688
20.0,0.8233668342,0.0291800999,0.0735679669,0.4854099500,0.2316080083,0.7170179583,100.0000000000,0.2000000000,0.0071558678
20.0,0.8278894472,0.0302230958,0.0753939286,0.4848884521,0.2311515179,0.7160399700,100.0000000000,0.2000000000,0.0071461075
20.0,0.8324120603,0.0313243502,0.0773003414,0.4843378249,0.2306749147,0.7150127395,100.0000000000,0.2000000000,0.0071358557
20.0,0.8369346734,0.0324883425,0.0792922765,0.4837558288,0.2301769309,0.7139327597,100.0000000000,0.2000000000,0.0071250774
20.0,0.8414572864,0.0337199972,0.0813752315,0.4831400014,0.2296561921,0.7127961935,100.0000000000,0.2000000000,0.0071137345
20.0,0.8459798995,0.0350247397,0.0835551766,0.4824876301,0.2291112059,0.7115988360,100.0000000000,0.2000000000,0.0071017848
20.0,0.8505025126,0.0364085594,0.0858386064,0.4817957203,0.2285403484,0.7103360687,100.0000000000,0.2000000000,0.0070891823
20.0,0.8550251256,0.0378780828,0.0882325997,0.4810609586,0.2279418501,0.7090028087,100.0000000000,0.2000000000,0.0070758763
20.0,0.8595477387,0.0394406582,0.0907448866,0.4802796709,0.2273137783,0.7075934493,100.0000000000,0.2000000000,0.0070618109
20.0,0.8640703518,0.0411044541,0.0933839266,0.4794477729,0.2266540184,0.7061017913,100.0000000000,0.2000000000,0.0070469241
20.0,0.8685929648,0.0428785743,0.0961589974,0.4785607128,0.2259602507,0.7045209635,100.0000000000,0.2000000000,0.0070311473
20.0,0.8731155779,0.0447731918,0.0990802984,0.4776134041,0.2252299254,0.7028433295,100.0000000000,0.2000000000,0.0070144045
20.0,0.8776381910,0.0467997072,0.1021590699,0.4766001464,0.2244602325,0.7010603790,100.0000000000,0.2000000000,0.0069966106
20.0,0.8821608040,0.0489709352,0.1054077325,0.4755145324,0.2236480669,0.6991625993,100.0000000000,0.2000000000,0.0069776707
20.0,0.8866834171,0.0513013270,0.1088400505,0.4743493365,0.2227899874,0.6971393239,100.0000000000,0.2000000000,0.0069574783
20.0,0.8912060302,0.0538072343,0.1124713233,0.4730963828,0.2218821692,0.6949785520,100.0000000000,0.2000000000,0.0069359137
20.0,0.8957286432,0.0565072276,0.1163186137,0.4717463862,0.2209203466,0.6926667328,100.0000000000,0.2000000000,0.0069128416
20.0,0.9002512563,0.0594224799,0.1204010186,0.4702887601,0.2198997454,0.6901885054,100.0000000000,0.2000000000,0.0068881088
20.0,0.9047738693,0.0625772331,0.1247399947,0.4687113834,0.2188150013,0.6875263848,100.0000000000,0.2000000000,0.0068615408
20.0,0.9092964824,0.0659993699,0.1293597519,0.4670003151,0.2176600620,0.6846603771,100.0000000000,0.2000000000,0.0068329379
20.0,0.9138190955,0.0697211183,0.1342877338,0.4651394408,0.2164280666,0.6815675074,100.0000000000,0.2000000000,0.0068020709
20.0,0.9183417085,0.0737799299,0.1395552080,0.4631100350,0.2151111980,0.6782212330,100.0000000000,0.2000000000,0.0067686750
20.0,0.9228643216,0.0782195826,0.1451980014,0.4608902087,0.2137004997,0.6745907084,100.0000000000,0.2000000000,0.0067324422
20.0,0.9273869347,0.0830915813,0.1512574238,0.4584542094,0.2121856441,0.6706398534,100.0000000000,0.2000000000,0.0066930125
20.0,0.9319095477,0.0884569582,0.1577814453,0.4557715209,0.2105546387,0.6663261596,100.0000000000,0.2000000000,0.0066499617
20.0,0.9364321608,0.0943886162,0.1648262178,0.4528056919,0.2087934456,0.6615991375,100.0000000000,0.2000000000,0.0066027858
20.0,0.9409547739,0.1009744273,0.1724580730,0.4495127864,0.2068854818,0.6563982681,100.0000000000,0.2000000000,0.0065508809
20.0,0.9454773869,0.1083213993,0.1807561982,0.4458393003,0.2048109504,0.6506502508,100.0000000000,0.2000000000,0.0064935155
20.0,0.9500000000,0.1165613931,0.1898162958,0.4417193034,0.2025459261,0.6442652295,100.0000000000,0.2000000000,0.0064297927
